"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ireland","2006","Rural","Female","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2009","141",""
"Ireland","2006","Rural","Female","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2009","350",""
"Ireland","2006","Rural","Female","Atheist","Census - de facto - complete tabulation","Final figure, complete","2009","50",""
"Ireland","2006","Rural","Female","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2009","56",""
"Ireland","2006","Rural","Female","Baptist","Census - de facto - complete tabulation","Final figure, complete","2009","444",""
"Ireland","2006","Rural","Female","Brethren","Census - de facto - complete tabulation","Final figure, complete","2009","63",""
"Ireland","2006","Rural","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","610",""
"Ireland","2006","Rural","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2009","3546",""
"Ireland","2006","Rural","Female","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2009","28659",""
"Ireland","2006","Rural","Female","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2009","629",""
"Ireland","2006","Rural","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","174",""
"Ireland","2006","Rural","Female","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2009","1098",""
"Ireland","2006","Rural","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2009","172",""
"Ireland","2006","Rural","Female","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","73",""
"Ireland","2006","Rural","Female","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2009","114",""
"Ireland","2006","Rural","Female","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2009","748",""
"Ireland","2006","Rural","Female","Methodist","Census - de facto - complete tabulation","Final figure, complete","2009","1995",""
"Ireland","2006","Rural","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2009","665",""
"Ireland","2006","Rural","Female","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2009","772",""
"Ireland","2006","Rural","Female","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2009","356",""
"Ireland","2006","Rural","Female","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2009","5430",""
"Ireland","2006","Rural","Female","Protestant","Census - de facto - complete tabulation","Final figure, complete","2009","520",""
"Ireland","2006","Rural","Female","Quakers","Census - de facto - complete tabulation","Final figure, complete","2009","174",""
"Ireland","2006","Rural","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","737358",""
"Ireland","2006","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2009","831",""
"Ireland","2006","Rural","Female","No Religion","Census - de facto - complete tabulation","Final figure, complete","2009","19797",""
"Ireland","2006","Rural","Female","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2009","7499",""
"Ireland","2002","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","3917203",""
"Ireland","2002","Total","Both Sexes","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","1028",""
"Ireland","2002","Total","Both Sexes","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","3152",""
"Ireland","2002","Total","Both Sexes","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","500",""
"Ireland","2002","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","490",""
"Ireland","2002","Total","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","2265",""
"Ireland","2002","Total","Both Sexes","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","222",""
"Ireland","2002","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","3894",""
"Ireland","2002","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","21403",""
"Ireland","2002","Total","Both Sexes","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","115611",""
"Ireland","2002","Total","Both Sexes","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","3780",""
"Ireland","2002","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","3099",""
"Ireland","2002","Total","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","4430",""
"Ireland","2002","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","1790",""
"Ireland","2002","Total","Both Sexes","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","590",""
"Ireland","2002","Total","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","833",""
"Ireland","2002","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","3068",""
"Ireland","2002","Total","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","10033",""
"Ireland","2002","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","19147",""
"Ireland","2002","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","10437","30"
"Ireland","2002","Total","Both Sexes","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","1106",""
"Ireland","2002","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","20582",""
"Ireland","2002","Total","Both Sexes","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","859",""
"Ireland","2002","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","3462606",""
"Ireland","2002","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","8920",""
"Ireland","2002","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","138264",""
"Ireland","2002","Total","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","79094","31"
"Ireland","2002","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1946164",""
"Ireland","2002","Total","Male","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","626",""
"Ireland","2002","Total","Male","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","1473",""
"Ireland","2002","Total","Male","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","356",""
"Ireland","2002","Total","Male","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","248",""
"Ireland","2002","Total","Male","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","1097",""
"Ireland","2002","Total","Male","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","122",""
"Ireland","2002","Total","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","2052",""
"Ireland","2002","Total","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","10115",""
"Ireland","2002","Total","Male","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","56894",""
"Ireland","2002","Total","Male","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","1721",""
"Ireland","2002","Total","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","1970",""
"Ireland","2002","Total","Male","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","2031",""
"Ireland","2002","Total","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","913",""
"Ireland","2002","Total","Male","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","287",""
"Ireland","2002","Total","Male","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","428",""
"Ireland","2002","Total","Male","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","1164",""
"Ireland","2002","Total","Male","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","5012",""
"Ireland","2002","Total","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","11726",""
"Ireland","2002","Total","Male","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","5666","30"
"Ireland","2002","Total","Male","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","523",""
"Ireland","2002","Total","Male","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","10516",""
"Ireland","2002","Total","Male","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","413",""
"Ireland","2002","Total","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","1702522",""
"Ireland","2002","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2003","4903",""
"Ireland","2002","Total","Male","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","82262",""
"Ireland","2002","Total","Male","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","41124","31"
"Ireland","2002","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1971039",""
"Ireland","2002","Total","Female","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","402",""
"Ireland","2002","Total","Female","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","1679",""
"Ireland","2002","Total","Female","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","144",""
"Ireland","2002","Total","Female","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","242",""
"Ireland","2002","Total","Female","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","1168",""
"Ireland","2002","Total","Female","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","100",""
"Ireland","2002","Total","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","1842",""
"Ireland","2002","Total","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","11288",""
"Ireland","2002","Total","Female","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","58717",""
"Ireland","2002","Total","Female","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","2059",""
"Ireland","2002","Total","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","1129",""
"Ireland","2002","Total","Female","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","2399",""
"Ireland","2002","Total","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","877",""
"Ireland","2002","Total","Female","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","303",""
"Ireland","2002","Total","Female","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","405",""
"Ireland","2002","Total","Female","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","1904",""
"Ireland","2002","Total","Female","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","5021",""
"Ireland","2002","Total","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","7421",""
"Ireland","2002","Total","Female","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","4771","30"
"Ireland","2002","Total","Female","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","583",""
"Ireland","2002","Total","Female","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","10066",""
"Ireland","2002","Total","Female","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","446",""
"Ireland","2002","Total","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","1760084",""
"Ireland","2002","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2003","4017",""
"Ireland","2002","Total","Female","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","56002",""
"Ireland","2002","Total","Female","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","37970","31"
"Ireland","2002","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","2334282",""
"Ireland","2002","Urban","Both Sexes","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","734",""
"Ireland","2002","Urban","Both Sexes","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","2679",""
"Ireland","2002","Urban","Both Sexes","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","387",""
"Ireland","2002","Urban","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","386",""
"Ireland","2002","Urban","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","1581",""
"Ireland","2002","Urban","Both Sexes","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","123",""
"Ireland","2002","Urban","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","3066",""
"Ireland","2002","Urban","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","15192",""
"Ireland","2002","Urban","Both Sexes","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","60130",""
"Ireland","2002","Urban","Both Sexes","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","3010",""
"Ireland","2002","Urban","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","2811",""
"Ireland","2002","Urban","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","2570",""
"Ireland","2002","Urban","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","1512",""
"Ireland","2002","Urban","Both Sexes","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","417",""
"Ireland","2002","Urban","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","695",""
"Ireland","2002","Urban","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","2168",""
"Ireland","2002","Urban","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","6611",""
"Ireland","2002","Urban","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","17689",""
"Ireland","2002","Urban","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","9266","30"
"Ireland","2002","Urban","Both Sexes","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","688",""
"Ireland","2002","Urban","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","9851",""
"Ireland","2002","Urban","Both Sexes","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","562",""
"Ireland","2002","Urban","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","2026958",""
"Ireland","2002","Urban","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","6491",""
"Ireland","2002","Urban","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","101900",""
"Ireland","2002","Urban","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","56805","31"
"Ireland","2002","Urban","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1133507",""
"Ireland","2002","Urban","Male","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","458",""
"Ireland","2002","Urban","Male","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","1246",""
"Ireland","2002","Urban","Male","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","273",""
"Ireland","2002","Urban","Male","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","190",""
"Ireland","2002","Urban","Male","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","765",""
"Ireland","2002","Urban","Male","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","61",""
"Ireland","2002","Urban","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","1628",""
"Ireland","2002","Urban","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","7158",""
"Ireland","2002","Urban","Male","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","28700",""
"Ireland","2002","Urban","Male","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","1360",""
"Ireland","2002","Urban","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","1781",""
"Ireland","2002","Urban","Male","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","1160",""
"Ireland","2002","Urban","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","781",""
"Ireland","2002","Urban","Male","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","199",""
"Ireland","2002","Urban","Male","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","362",""
"Ireland","2002","Urban","Male","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","827",""
"Ireland","2002","Urban","Male","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","3260",""
"Ireland","2002","Urban","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","10704",""
"Ireland","2002","Urban","Male","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","4957","30"
"Ireland","2002","Urban","Male","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","331",""
"Ireland","2002","Urban","Male","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","4894",""
"Ireland","2002","Urban","Male","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","265",""
"Ireland","2002","Urban","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","967648",""
"Ireland","2002","Urban","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2003","3638",""
"Ireland","2002","Urban","Male","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","60968",""
"Ireland","2002","Urban","Male","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","29893","31"
"Ireland","2002","Urban","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1200775",""
"Ireland","2002","Urban","Female","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","276",""
"Ireland","2002","Urban","Female","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","1433",""
"Ireland","2002","Urban","Female","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","114",""
"Ireland","2002","Urban","Female","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","196",""
"Ireland","2002","Urban","Female","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","816",""
"Ireland","2002","Urban","Female","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","62",""
"Ireland","2002","Urban","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","1438",""
"Ireland","2002","Urban","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","8034",""
"Ireland","2002","Urban","Female","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","31430",""
"Ireland","2002","Urban","Female","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","1650",""
"Ireland","2002","Urban","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","1030",""
"Ireland","2002","Urban","Female","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","1410",""
"Ireland","2002","Urban","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","731",""
"Ireland","2002","Urban","Female","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","218",""
"Ireland","2002","Urban","Female","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","333",""
"Ireland","2002","Urban","Female","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","1341",""
"Ireland","2002","Urban","Female","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","3351",""
"Ireland","2002","Urban","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","6985",""
"Ireland","2002","Urban","Female","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","4309","30"
"Ireland","2002","Urban","Female","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","357",""
"Ireland","2002","Urban","Female","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","4957",""
"Ireland","2002","Urban","Female","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","297",""
"Ireland","2002","Urban","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","1059310",""
"Ireland","2002","Urban","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2003","2853",""
"Ireland","2002","Urban","Female","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","40932",""
"Ireland","2002","Urban","Female","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","26912","31"
"Ireland","2002","Rural","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","1582921",""
"Ireland","2002","Rural","Both Sexes","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","294",""
"Ireland","2002","Rural","Both Sexes","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","473",""
"Ireland","2002","Rural","Both Sexes","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","113",""
"Ireland","2002","Rural","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","104",""
"Ireland","2002","Rural","Both Sexes","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","684",""
"Ireland","2002","Rural","Both Sexes","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","99",""
"Ireland","2002","Rural","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","828",""
"Ireland","2002","Rural","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","6211",""
"Ireland","2002","Rural","Both Sexes","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","55481",""
"Ireland","2002","Rural","Both Sexes","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","770",""
"Ireland","2002","Rural","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","288",""
"Ireland","2002","Rural","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","1860",""
"Ireland","2002","Rural","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","278",""
"Ireland","2002","Rural","Both Sexes","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","173",""
"Ireland","2002","Rural","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","138",""
"Ireland","2002","Rural","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","900",""
"Ireland","2002","Rural","Both Sexes","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","3422",""
"Ireland","2002","Rural","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","1458",""
"Ireland","2002","Rural","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","1171","30"
"Ireland","2002","Rural","Both Sexes","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","418",""
"Ireland","2002","Rural","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","10731",""
"Ireland","2002","Rural","Both Sexes","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","297",""
"Ireland","2002","Rural","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","1435648",""
"Ireland","2002","Rural","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","2429",""
"Ireland","2002","Rural","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","36364",""
"Ireland","2002","Rural","Both Sexes","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","22289","31"
"Ireland","2002","Rural","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","812657",""
"Ireland","2002","Rural","Male","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","168",""
"Ireland","2002","Rural","Male","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","227",""
"Ireland","2002","Rural","Male","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","83",""
"Ireland","2002","Rural","Male","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","58",""
"Ireland","2002","Rural","Male","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","332",""
"Ireland","2002","Rural","Male","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","61",""
"Ireland","2002","Rural","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","424",""
"Ireland","2002","Rural","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","2957",""
"Ireland","2002","Rural","Male","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","28194",""
"Ireland","2002","Rural","Male","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","361",""
"Ireland","2002","Rural","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","189",""
"Ireland","2002","Rural","Male","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","871",""
"Ireland","2002","Rural","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","132",""
"Ireland","2002","Rural","Male","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","88",""
"Ireland","2002","Rural","Male","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","66",""
"Ireland","2002","Rural","Male","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","337",""
"Ireland","2002","Rural","Male","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","1752",""
"Ireland","2002","Rural","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","1022",""
"Ireland","2002","Rural","Male","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","709","30"
"Ireland","2002","Rural","Male","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","192",""
"Ireland","2002","Rural","Male","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","5622",""
"Ireland","2002","Rural","Male","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","148",""
"Ireland","2002","Rural","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","734874",""
"Ireland","2002","Rural","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2003","1265",""
"Ireland","2002","Rural","Male","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","21294",""
"Ireland","2002","Rural","Male","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","11231","31"
"Ireland","2002","Rural","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","770264",""
"Ireland","2002","Rural","Female","Agnostic","Census - de facto - complete tabulation","Final figure, complete","2003","126",""
"Ireland","2002","Rural","Female","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2003","246",""
"Ireland","2002","Rural","Female","Atheist","Census - de facto - complete tabulation","Final figure, complete","2003","30",""
"Ireland","2002","Rural","Female","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2003","46",""
"Ireland","2002","Rural","Female","Baptist","Census - de facto - complete tabulation","Final figure, complete","2003","352",""
"Ireland","2002","Rural","Female","Brethren","Census - de facto - complete tabulation","Final figure, complete","2003","38",""
"Ireland","2002","Rural","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2003","404",""
"Ireland","2002","Rural","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2003","3254",""
"Ireland","2002","Rural","Female","Church of Ireland","Census - de facto - complete tabulation","Final figure, complete","2003","27287",""
"Ireland","2002","Rural","Female","Evangelical","Census - de facto - complete tabulation","Final figure, complete","2003","409",""
"Ireland","2002","Rural","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2003","99",""
"Ireland","2002","Rural","Female","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2003","989",""
"Ireland","2002","Rural","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2003","146",""
"Ireland","2002","Rural","Female","Lapsed Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","85",""
"Ireland","2002","Rural","Female","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2003","72",""
"Ireland","2002","Rural","Female","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2003","563",""
"Ireland","2002","Rural","Female","Methodist","Census - de facto - complete tabulation","Final figure, complete","2003","1670",""
"Ireland","2002","Rural","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2003","436",""
"Ireland","2002","Rural","Female","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2003","462","30"
"Ireland","2002","Rural","Female","Pantheism","Census - de facto - complete tabulation","Final figure, complete","2003","226",""
"Ireland","2002","Rural","Female","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2003","5109",""
